frame,baseX,baseY,headX,headY,handX,handY
1903,876.6849991745664,873.6302960852448,856.6411528427128,326.35944887025016,952,482
1904,895.87075962339,896.9446565525137,890.226333092146,338.04036447233824,1134,566
1905,913.6673418209876,916.4393084490741,921.3333333333333,350.31597222222223,1330,762
1906,930.0944013809125,933.7238859399541,949.842524470171,361.7238611229506,1384,988
1910,986,974,1044,416,1134,1080
1911,970,692,980,576,968,672
1915,958,724,962,584,898,536
1920,968,706,964,586,886,684
1925,972.7083333333334,712.4166666666666,971.6666666666666,597.4583333333334,946,734
1930,974,720,976,606,930,754
1935,967.1076388888889,713.5486111111111,964.9444444444445,597.7951388888889,866,630
1940,962,710,956,592,842,620
1945,967.5743634259259,721.8292824074074,964.3379629629629,603.8087384259259,882,736
1950,974,740,972,618,926,766
1955,956,722,940,600,890,664
1958,946,720,938,594,882,672
1959,940,716,932,598,848,672
1960,978,796,960,638,840,736
1965,1001.5416666666666,801.7083333333334,976.25,634.9166666666666,904,724
1968,1014.0936666666666,795.4923333333334,983.066,626.9006666666667,1014,682
1970,1018,792,988,626,1084,748
1975,1002,798,1006,658,1052,826
1980,1004,766,988,626,1014,606
1985,1004.6666666666666,761.2083333333334,985.375,622.8333333333334,878,568
1988,988,750,986.086,624.3493333333333,877.952,719.104
1990,1004,766,988,626,888,804
1993,1004.48575,778.02,994.810465,629.1254566666667,964,860
1995,1003.0027891156462,785.0823129251701,999.4883380952381,631.1887927437641,1020,834
1997,1001.0271212244897,791.8540897959184,1004.0348069142857,633.1747813496598,986,806
2000,996,800,1006,634,888,804
2005,974.625,800.5,976.5,620.875,806,618
2010,962,798,948,614,832,604
2015,988.4895833333334,804.25,954.1666666666666,647.3854166666666,836,814
2020,1024,808,974,672,974,858
2025,1063.9175347222222,805.1458333333334,1013.0694444444445,654.9262152777778,1072,738
2030,1100,788,1054,612,1158,652
2031,1106.6772777777778,768.5986666666666,1046,612,1158,608
2033,1115.065658436214,767.0735802469136,1080,614,1158,572.1481481481482
2034,1120,754,1088,606,1158,520
2035,1130,668,1050,422,1158,278
2039,1143.8133333333333,667.4346666666667,1108,434,1192,282
2040,1142,672,1122,418,1230,304
2041,1134.6979272727274,676.6049018181818,1144,450,1270,378
2042,1126.9165927343613,681.2297682225767,1161.894159266479,471.54299328568334,1308,484
2043,1119.0586482344154,685.8751280076102,1206,464,1294,602
2045,1101.8856414684494,695.963917208215,1264,552,1270,686
2048,1106,694,1288.1371428571429,610.032,1292.326857142857,742.9897142857143
2050,1072,714,1292,618,1306,752
2060,1154,672,1262,454,1308,604
2061,1164.577,666.3026666666667,1257.312,439.369,1296,594
2065,1206.625,644.5,1232,395.625,1282,504
2068,1184,648,1220.01536,397.70398666666665,1255.616,498.512
2070,1194,664,1200,396,1236,510
2071,1190,656,1194,404,1232,516
2072,992,832,1048,246,1222,454
2075,864,954,1068,338,1190,572
2080,754,998,1154,702,1044,826
2085,692.9583333333334,941.8333333333334,1014,658,934,874
2090,640,874,810,490,752,814
2095,569.8368055555555,835.5138888888889,705.375,470.3333333333333,774,560
2100,520,798,642,476,494,852
2105,558,688,637.7604166666666,454.43055555555554,452,620
2110,572,690,644,450,648,738
2115,646,756,678,534,634,786
2120,604,702,664,566,482,712
2125,566,698,618,508,504,680
2130,510,654,562,466,464,522
2135,490,660,528,464,368,408
2137,498,650,522,464,364,408
2138,752,744,762,628,674,594
2139,750,734,762,636,695.6123511904761,606.7544642857143
2140,752,750,768,636,668,590
2145,746,746,748,626,694.1875,605.5416666666666
2150,752,750,756,636,668,590
2161,761.2888888888889,763.1152592592592,744,626,692,608
2165,758,766,722.6071428571429,635.0089285714286,622,630
2170,716,758,694,658,644,744
2173,694.117,749.552,689.5035,653.345125,654,760
2180,671.0569066179645,754.135366716778,682.2270003938557,647.0617435476878,714,746
2181,668.0556317817802,755.0514086821286,681.202163814924,646.2475416253616,710,754
2182,665.3021573283215,756.1941137496591,680.1742866797158,645.5327730456993,716,752
2184,659.6933594725148,758.3733106004361,678.1550666811544,643.9963621940633,718,740
2185,657.040747114395,759.6129328079145,677.1133581295128,643.3456246712655,700,736
2186,655.4677252199704,761.9214566089966,675.8383481265447,643.5397350444883,660,728
2188,658.4956510737236,772.6518662086012,671.9527165173716,648.7621073610179,622,688
2190,662,782,668,658,580,656
2200,682,814,648,740,596,862
2206,680.848,813.424,664,856,606.356,886.192
2209,680.373,812.499,668,862,607.7825625,885.61075
2210,682,814,662,860,604,884
2215,684,830,672,862,608,880
2219,674,828,662,860,598,888
2220,690,764,590,798,514,858
2230,782,768,672,818,600,856
2240,782,768,684,826,600,856
2250,760,782,700.1666666666666,846.3333333333334,604.5,873.1666666666666
2255,778,796,711.46875,854.4375,608.40625,882.28125
2260,804,788,740,844,620,886
2270,776,826,894,716,686,860
2280,740,842,730,678,626,860
2290,664,872,624,722,522,928
2295,770,856,758,824,710,882
2300,756,878,750,856,702,878
2320,748,898,746,856,702,878
2325,766,914,712,862,682,922
2328,752,900,720,840,682,920
2329,762,918,732,842,676,920
2330,406,824,362,724,296,830
2331,436,802,358,704,296,816
2335,402.25,745.25,378,642,288,832
2340,454,668,382,644,284,810
2350,434,508,418,682,284,810
2355,428,506,390.5,623.625,284,810
2360,430,492,358,568,284,810
2365,412,490,351.2083333333333,592.8645833333334,284,810
2370,414,510,354,628,284,810
2375,402,502,371.39930555555554,648.8862847222222,284,810
2380,436,510,386,656,284,810
2385,456,496,383.216724537037,626.0928096064815,284,810
2390,434,466,378,602,284,810
2395,442,514,362.95061848958335,602.5395589192708,270.25,814.625
2400,428,512,376,588,302,806
2405,412,480,384,620,290,806
2410,436,500,370,632,284,810
2415,484,530,402,614,290,792
2417,477.8666666666667,537.3777777777777,390.1111111111111,553.2444444444444,290,716
2418,514,594,424,542,292,662
2419,520,586,444,532,292,600
2420,772,784,772,756,710,664
2421,784,796,738,712,820,760
2425,778,782,736,704,830,782
2430,788,804,772,718,816,810
2440,842,790,862,704,828,808
2450,860,774,930,726,948,786
2460,912,722,940,766,938,788
2470,938,716,936,762,944,796
2480,1008,740,944,750,928,792
2485,1076.875,772.25,968,734,1004.875,791.125
2490,1056,796,996,716,1004,788
2493,1072,788,1008,714,1032,780
2495,1050,790,1000,696,1032,780
2496,1044,790,1012,704,1018,768
2497,420,774,364,598,384,756
2498,416,782,360,586,368,764
2499,390,762,368,586,348,746
2500,408,752,356,582,366,766
2502,368,754,351.056,566.048,340,762
2503,360,764,349.72266666666667,558.2368888888889,328,744
2504,348,772,349.04914285714284,551.1943333333334,316,742
2505,342,784,350,548,310,740
2510,340,794,370,570,420,760
2515,364.875,802.2083333333334,361.7916666666667,575.3333333333334,426,812
2520,380,788,384,562,274,784
2521,390.18075,781.12375,408,556,288,784
2530,510,700,528,514,416,738
2540,668,542,562,394,530,662
2545,670,460,536,308,648,580
2550,650,448,514,318,700,492
2552,642,446,515.0506666666666,319.84,720,488
2555,596,484,521.9198878205128,321.2088942307692,728,482
2557,553.28,515.136,526.101681923077,322.5117903846154,704,496
2560,482,558,520,332,588,560
2565,350,588,430,396,302,626
2569,282,646,300,420,222,600
2570,250,678,274,414,218,602
2571,244,674,248,430,226,600
2572,232,668,234,446,220,602
2573,218,686,212,444,254,620
2574,200,688,202,454,296,620
2575,1096,674,1094,580,1086,650
2576,1100,664,1102,584,1100,642
2579,1092.9768601190476,679.5389694940476,1098,584,1127.875,645.0875
2580,1092,684,1090,584,1136,644
2585,1101.970238095238,691.3764880952381,1100.498511904762,594.2946428571429,1170,616
2587,1107.1232857142857,693.2000357142857,1110,598,1174.352,625.36
2588,1109.9390595238094,693.7954970238095,1110,590,1174.652,632.86
2589,1112.897632638438,694.0955704557573,1115.2110460069443,600.0924508101851,1130,652
2590,1116,694,1118,604,1124,656
2592,1122.9250325468947,691.6969649697894,1119.2899305555557,602.5207870370369,1064,672
2593,1126.4551731994047,690.3476099441965,1122.0390625,602.040625,1044,658
2594,1129.9823072108843,688.9988934013605,1124,600,1020,642
2595,1133.5,687.625,1120.875,587.75,1028,632
2596,1136.964642857143,686.0131250000001,1122.0233035714286,584.2501785714286,1046,614
2597,1140.154,684.3295,1123.0384999999999,580.697,1070,578
2600,1148,680,1126,572,1076,626
2605,1149.2083333333333,679.3645833333334,1131.3854166666667,574.1875,1144,524
2607,1148.8216666666665,679.5679166666667,1128,584,1128,548
2610,1148,680,1136,578,1126,546
2620,1148,680,1140,572,1184,528
2623,1135.096,689.152,1151.632,566.768,1256,592
2625,1125,696,1162,572,1183.25,638.625
2630,1110,704,1188,642,1172,736
2635,1142.2083333333333,667.9583333333334,1189.5833333333333,598.625,1234,690
2640,1174,640,1190,554,1146,612
2645,1173.482638888889,665.1701388888889,1200.701388888889,576.78125,1120,626
2650,1172,694,1216,608,1220,728
2656,1206,706,1256,652,1220,730
2660,1206,704,1262,634,1170,708
2664,1228,692,1274,596,1184,684
2665,1234,692,1264,594,1202,690
2666,1234,688,1268,600,1196,690
2667,568,670,648,404,384,698
2668,580,666,662,410,414,722
2670,568,646,656,394,428,718
2675,588,620,616,352,476,670
2678,582.669,652.274,592,384,472,702
2680,576,674,548,406,450,734
2682,569.1920457142858,677.5259123809524,517.2616190476191,407.6081904761905,486,702
2684,562.4697180952381,677.2297625396826,489.7977936507937,404.9939365079365,520,678
2685,559.375,676.4166666666666,477.7083333333333,403.0833333333333,562,570
2687,553.1701338285715,673.6180951619048,472,350,544.864,636.752
2690,546,670,428,392,460,690
2691,546.0493059603809,669.6351634981587,427.0991388888889,395.14272222222223,404,726
2692,546.952459840746,669.5744555938942,431.13287094907406,394.4048622685185,420,722
2693,547.9803626104075,669.5617496613557,435.9303473240312,393.0704918874314,402,728
2694,548.9563632767831,669.5616804370817,440.801109188414,391.7142597771072,366,716
2695,549.3854166666666,669.5902777777778,445.19097222222223,390.99305555555554,316,640
2697,549.2510280734526,669.7617927919947,452.268783564057,391.7014554934138,318,566
2700,546,670,462,394,298,580
2704,526.6975592996422,670.2403729404565,476.8986243287189,402.0539708901317,342,592
2705,519.9678819444445,670.1174768518518,474,404,342,602
2710,474,668,404,412,324,602
2715,368,610,320,350,204,490
2719,301.85344,641.04,266.71221333333335,387.2336,124,530
2720,286,650,254,398,124,596
2721,271.124,652.3,242.673,402.035,88,650
2724,212,654,212,438,103.91250000000001,654.375
2725,194,642,188,438,110,646
2728,168,626,180,414,127.143,589.17
2730,158,640,162,410,84,538
2733,144,632,156,432,43.009622857142844,524.7746285714286
2735,117.16666666666666,640.2083333333334,138.79513888888889,438.5520833333333,0,516
2740,94,650,124,464,0,560
2745,108.69444444444444,688.1493055555555,114.01707175925927,464.74565972222223,0,582
2747,118.79657588216084,701.7630002421779,116.00377431199239,464.27524278051305,0,558
2748,124.32708767729224,708.3767210142863,117.68544819654582,463.9564533878389,0,562
2749,130.05479322751324,714.7098710582011,119.95729807319222,463.7199979232804,0,570
2750,136,720,124,464,0,574
2751,142.842917812712,721.5366023509785,134.59474898077843,466.1275574183561,0,600
2752,150.01007407407408,722.0299259259259,146.87854320987654,468.6563703703704,50,614
2753,157.90071153846154,721.0603822115385,161.05551662660255,471.34390564903845,0,556
2760,220,706,264,486,398,588
2763,290.83597153846154,653.7495847115384,308.78977933493593,458.8902437740385,64,520
2765,334,628,334,438,34,530
2770,360,678,368,412,276,600
2773,384.057,692.391,392.091,425.074,404,580
2775,401.875,698.125,408.9583333333333,437.75,458,518
2777,417.9619942857143,704.2227828571429,425.13306857142857,449.4001028571429,506,516
2780,448,706,452,462,628,592
2784,528.4327601142857,663.4755443428571,505.40133862857147,455.01199794285714,262,554
2785,542,658,516,452,254,554
2789,544.7724597302857,680.4406521508572,537.5972976365714,434.51168005485715,348,610
2790,546,684,542,432,382,612
2792,551.8753048323657,683.3637884085638,548.2539909502781,432.9492650600838,448,610
2793,555.0300953804292,682.5894546720135,551.3041473661087,433.72829320975575,472,614
2794,558.3241328368185,681.5582810481825,554.3892900177335,434.6285119724415,500,590
2795,562,679.9166666666666,557.7916666666666,435.6666666666667,572,542
2799,577.2766897910182,668.3071125053817,571.0106189328603,438.18857301406825,648,516
2800,584,666,578,442,682,534
2801,595.8798197556247,665.289907999426,591.3375339804949,452.1292188784994,716,544
2802,608.4835941637172,664.815232957837,605.5605762539695,463.1617204887026,730,578
2803,621.1442636900096,664.3350503658089,619.865531678829,474.23029790759557,740,598
2804,633.334603653624,663.4925075685303,633.7026772829705,484.4075162192962,688,638
2805,642,660,644,488,570,608
2806,644.5749756102801,650.8874658593568,648.1170477564831,478.78319826994175,502,604
2807,646.3311421074992,640.98569096868,651.4011975394593,467.79797350422047,422,580
2810,650,616,660,440,460,562
2812,648.2876332902612,617.7146392003995,663.1806582800303,444.1157311066838,506,578
2813,646.9570114735501,620.6419499704507,664.3656652904896,448.4439387326039,540,580
2814,645.5549884019058,623.8713908139008,665.4486318692312,453.00107127819933,572,594
2815,644.1666666666666,626.9166666666666,666,456,606,602
2816,642.5457509665077,628.9537174321748,665.0046140108974,454.1139107268167,634,576
2819,640.9256330239235,637.8492506882883,661.1322593148839,446.6749179714912,708,532
2820,644,644,662,450,722,510
2821,652.7332658107815,656.4534132599159,665.9272256730791,463.2613420830409,752,512
2822,662.2506360655715,669.8170135476356,670.2662471965162,477.91553534262914,782,542
2823,671.8518852195654,683.1978811605071,674.6756649003139,492.68382711520115,794,598
2824,681.1378616954934,695.5141137784449,679.1492998826013,506.58766039030536,738,644
2825,688,700,684,514,658,694
2826,690.9026280858141,690.2171611969659,698,530,621.5573333333333,671.52
2827,693.2803971991934,678.4919206182101,703.4208333333333,521.975,522,688
2830,698,644,712,486,524,536
2835,684,604,694,434,638,352
2837,684,612,676.32,453.776,650,402
2838,668.0877492877493,633.7834757834758,666.9832478632479,468.850188034188,644,432
2840,638,674,654,494,762,520
2843,647.9802507122507,668.9765242165242,660.2345521367521,498.592851965812,794,556
2844,652.6826258708612,665.2966745672628,662.855524671407,498.7172574876104,820,548
2845,657.6983122201873,661.0622583435083,665.5742595772283,498.369806013431,786,550
2850,678,642,676,494,468,598
2853,667.8430654024216,641.2251486823362,674,448,489.252,582.404
2854,663.0376936422539,641.7360749080616,670.0113338192419,444.41752915451895,540,598
2856,652.2133935588172,643.2806379983431,659.6406474855454,444.64625654013406,568,604
2860,634,646,642,446,678,528
2863,636.0092856768631,646.0573659734217,644.1274988007709,443.70519965119286,732,522
2865,638.25,645.875,646.375,442.625,790,558
2866,638.6212938809725,645.8345884443348,640,462,754,602
2870,634,646,642,446,450,604
2875,575.9375,648.8854166666666,589.71875,447.90625,416,610
2880,522,652,538,452,562,572
2885,511.796875,655.4678819444445,511.9401041666667,466.4661458333333,600,524
2888,511.26765625,656.6291892361111,502.6112447916667,474.1084427083333,626,588
2889,511.5353794642857,656.6924450231481,500.9002095734127,475.95879340277776,538,604
2890,512,656,502,476,448,598
2891,512.4079032738096,654.2748141589507,506.8364735945767,473.4979896990741,348,608
2892,512.8064342757937,652.4094128022119,512.1815737957452,470.6503222029321,280,588
2895,514.30859375,646.7943431712963,528.0466579861111,462.12782118055554,352,558
2897,515.6494365401786,642.9331930677083,538.6123189486607,456.144945828125,424,580
2898,516.5624340858549,641.0727121848904,543.4822798200805,453.39129977496464,472,580
2899,517.7495907919014,639.3162295552254,547.820571711423,450.97917648061514,494,570
2900,520,638,530,458,554,568
2901,524.3102927808083,637.4124348228798,530.3298754661365,458.8236438702313,620,570
2904,538.1022454422862,635.9920417908629,516,480,654,564
2905,520,662,504,474,642,554
2910,550,636,520,468,528,564
2912,539.738491970486,634.5133666771155,513.7130262707369,465.1719596956983,452,536
2913,530.8905902235242,635.2670026895657,508.3853294964072,463.71957744080345,446,520
2914,520.8601393713573,636.5039787229867,518,460,462,530
2915,510.7417263454861,637.8145440498007,495.8892129026813,460.9904709804205,490,534
2918,481.34313117885046,640.5419356435754,476.65236154815295,456.9439025215808,538,604
2920,462,644,462,456,602,612
2921,452.5464056060215,647.6034718809192,449.71530261975374,457.8424269563458,576,586
2922,468,612,436.18237822602913,460.27335338300827,492,564
2925,414.97985613787614,663.9321213291832,395.8425655914432,467.8341274182983,214,568
2926,403.74162879774303,671.6660946522151,383.19361964876913,470.5866347714051,160,600
2927,394.78304941587095,675.8064473518612,370.951505035335,473.3651506716533,190,622
2928,386.16753292541085,679.3327962442397,358.8158529957911,476.12709648467535,244,630
2929,377.5006861396713,682.301555946759,347.0656367971561,478.709783559088,308,648
2931,356.72526014510174,674.709167365679,333.4584292568091,478.7072017390205,374,646
2933,333.61119845786175,657.7577410964807,344,494,420,614
2934,322.2106704147856,650.1294669127598,332,474,405.01785714285717,582.9464285714286
2935,312,648,319.5131195340464,473.5138227151418,428,602
2936,302.4201951557562,657.4795235293057,318.430631681717,476.68727298287604,390,580
2937,292.8841270617475,668.6125047180456,318.9104243605709,480.39889971099143,360,582
2938,254,644,319.59627446061836,484.100568520535,394,600
2939,270,664,319.9935640500456,486.9968248267516,392,634
2940,278,658,318,484,310,636
2942,288.544,612.688,293.74477231399453,443.8163810207898,106,584
2943,294.49955555555556,590.6213333333334,312,434,64.83703703703704,538.1851851851852
2945,316,568,284,410,74,466
2946,510,680,502,588,380,632
2947,496,682,510,582,396,640
2948,480.38310185185185,687.1967592592592,504.2037037037037,581.2592592592592,424,628
2950,452,702,484,586,448,634
2955,415.5416666666667,769.5833333333334,404,638,480,770
2957,414,782,395.1748148148148,670.2266666666667,489.9481481481481,778.2133333333334
2959,370,802,392.87466666666666,704.848,506.18666666666667,766.224
2960,348,818,386,716,496,768
2965,291.7061904761905,854.9323809523811,344,762,223.99894179894181,835.6410582010582
2966,281.4501818181818,861.4138181818182,318,766,186,848
2970,246,882,250,758,188,884
2972,235.50284051948051,884.9080699567099,212,758,190,886
2974,226.83997862637364,885.9517533516483,196.4045673076923,757.5021634615384,184,890
2975,222.73503429279054,886.3349623508436,190.41853328962705,757.2283562791375,176,880
2977,214.42478643261737,887.0449233939894,178.87275109265735,756.6446763548952,136,756
2980,204,888,166,756,122,726
2985,201.375,888.875,175.875,756.625,100,732
2990,204,888,210,760,170,826
2995,222,884,244,764,192,866
3000,204,880,320,780,162,844
3007,273.685,875.576,402.005,840.172,352,902
3010,298,872,422,862,356,882
3020,302,848,394,892,292,896
3030,302,848,372,834,372,888
3040,294,864,252,782,194,832
3042,283.63733333333334,856.4053333333334,242.89866666666666,762.5066666666667,170,810
3049,231.46600240384615,809.1825144230768,242.10731610576929,678.9194591346154,290,774
3050,226,804,242,670,280,776
3055,220.25,795.5,239.875,657.75,286,804
3060,238,800,242,670,228,772
3070,358,844,266,754,370,796
3080,358,844,362,740,404,864
3090,428,820,428,750,416,872
3095,450.25,774.25,432,752,408,872
3100,474,728,472,780,430,856
3110,556,700,520,720,482,814
3120,536,712,508,628,508,732
3130,536,712,530,606,508,732
3140,536,712,544,608,508,732
3150,536,712,542,602,508,732
3155,548,696,536,602,514,724
3175,544,710,546,602,508,722
3190,544,710,536,600,508,714
3195,540,716,542,594,498,712
3200,542,728,548,600,508,718
3204,548,714,540,588,516,724
3205,212,722,214,518,124,746
3206,206,710,214,510,130,744
3210,216,724,212,522,126,746
3240,168,728,166,492,92,744
3245,138.75,732.375,148,498,78,746
3250,116,736,108,486,8,744
3260,170,728,162,506,40,768
3265,274,692,260,466,188,732
3270,332,652,322,432,282,664
3275,375.2916666666667,637.1666666666666,373.7916666666667,419.0416666666667,322,554
3280,420,628,418,414,312,424
3285,510,618,462,420,314,488
3290,538,612,472,426,406,648
3295,546.5,603.5,447.8333333333333,439.1666666666667,530,628
3300,554,596,422,462,518,620
3303,569.672,595.64,423.352,494.536,540,668
3305,576,596,422,526,484,708
3310,554,596,386,644,412,802
3320,554,596,500,812,432,858
3330,500,666,614,822,596,858
3336,479.12,770.544,644,798,510.56,794.016
3340,474,834,632,740,460,760
3345,502,830,596,654,582,814
3346,374,822,312,744,270,774
3350,364,798,278,738,356,836
3355,350.10714285714283,757.3214285714286,262,688,228,764
3360,336,722,294,596,200,670
3370,308,698,328,584,344,656
3375,326,726,325,598.875,268,732
3380,338,716,318,614,328,646
3385,337.625,714.9166666666666,322,604,274,742
3390,338,716,320,604,286,726
3400,360,720,336,612,294,728
3410,360,720,356,602,290,690
3415,369.25,714.5,364,612,300,712
3420,384,710,412,608,366,700
3430,428,718,414,612,448,676
3436,433.9136,717.0016,416.5152,613.344,516,604
3440,428,718,414,612,432,696
3445,405.58905263157897,728.5904561403509,404,622,332,756
3448,391.1165574736842,735.3757167719298,395.996,615.24,350,708
3452,382,714,384.31763265306125,601.6563265306122,422,670
3455,374,730,372,592,442,706
3460,372,692,332,582,266,570
3465,344.5416666666667,711.8333333333334,317,592.7916666666666,226,532
3470,322,746,300,624,222,732
3473,330.27591666666666,768.0563333333333,276.553,672.7584166666667,270,780
3480,358,812,220,788,264,890
3490,348,810,194,808,264,890
3500,328,806,194,808,246,898
3540,278,838,132,830,200,924
3597,278,838,136,834,200,924
